Symbol,Period Ending,Next Period Start Opening Price (Period Ending + 1 Day),Next Period End Closing Price (Period Ending + 1 year),Price Percentage Change,Net Income,Depreciation,Net Income Adjustments,Accounts Receivable,Changes in Inventories,Other Operating Activities,Liabilities,Net Cash Flow-Operating,Capital Expenditures,Investments,Other Investing Activities,Net Cash Flows-Investing,Sale and Purchase of Stock,Net Borrowings,Other Financing Activities,Net Cash Flows-Financing,Effect of Exchange Rate,Net Cash Flow
ANCN,12/31/2017,11.5,10.8,-6.086956521739125,-9806,51,1312,-274,205,0,-3,-8515,-34,0,0,-34,5242,0,0,5242,197,-3307
ANCN,12/31/2016,11.5,10.8,-6.086956521739125,-4742,41,462,389,117,0,1,-3732,-75,153,0,78,6063,0,0,6063,-48,2409
NMM,12/31/2019,18.65,11.2,-39.946380697050934,-62134,71465,65852,2225,22177,0,-29190,70395,-21166,687,3445,-17034,8,-61685,-4499,-84414,0,-31053
NMM,12/31/2018,12.7494,18.62,46.04608844337774,-13081,71772,30096,-2542,-12647,0,-5279,68319,-115902,-10937,58951,-67888,34178,8419,0,31091,0,31522
NMM,12/31/2017,37.3384,12.7404,-65.8785593383755,-15090,89229,19686,-5033,-32202,0,-3330,53499,-158241,-8368,-20602,-187211,118010,28349,0,138557,0,4845
NMM,12/31/2016,22.5291,37.3384,65.73409501489185,-52549,102754,38931,4524,-26112,0,-5735,61813,-15341,20392,0,5051,450,-75624,0,-76315,0,-9451
TURN,12/31/2016,4.23,6.1201,44.68321513002362,-16366,-562,19072,-324,-267,0,439,2552,-1,0,0,-1,0,-5000,-40,-5040,0,-2489
TURN,12/31/2015,6.5401,4.02,-38.53304995336463,-20246,-678,13183,361,200,0,-28,-6530,-9,0,0,-9,-1200,5000,-87,3713,0,-2826
TURN,12/31/2014,8.9401,6.6001,-26.174203867965673,-13570,-319,25661,204,-146,0,214,12361,-27,0,0,-27,0,0,-125,-125,0,12210
TURN,12/31/2013,8.9401,8.8501,-1.0067001487679095,-7789,-139,9175,-199,6,0,-197,996,-13,0,0,-13,0,-700,-123,-823,0,159
WAL,12/31/2019,57.22,59.95,4.771059070255163,499171,76690,30565,0,0,0,111346,717772,-35148,-3703431,15546,-3723033,-120051,-496736,3609401,2941285,0,-63976
WAL,12/31/2018,38.75,57,47.096774193548384,435788,47803,36694,0,0,0,20687,540972,-11313,-2712263,10143,-2713433,-35134,97394,2192005,2254265,0,81804
WAL,12/31/2017,57.23,39.49,-30.997728464092255,325492,29836,122047,0,0,0,-93564,383811,-8862,-2967932,21267,-2955527,846,294289,2408858,2703993,0,132277
WAL,12/31/2016,50.15,56.87,13.399800598205381,259798,17509,28786,-2334,0,0,-23114,280645,-10574,-1611176,-1268483,-2890233,56855,102828,2509756,2669439,0,59851
KRNY,6/30/2019,13.38,8.18,-38.86397608370703,42142,-6312,-4869,992,-850,0,2508,39923,-6137,-143552,822,-148867,-141285,121156,73891,19015,0,-89929
KRNY,6/30/2018,13.45,13.45,0.0,19596,4535,12256,2809,-1875,0,138,45095,-8268,-25770,32591,-1447,-142500,-22364,192404,6979,0,50627
KRNY,6/30/2017,15,13.45,-10.333333333333337,18603,7981,3719,-300,-1281,0,59,38530,-4035,-450539,1026,-453548,-125520,191794,236067,294055,0,-120963
VTVT,12/31/2017,5.94,2.65,-55.38720538720539,-16144,1226,3824,,,0,,-44560,-57,0,12,-25,0,7500,0,7500,0,-37085
VTVT,12/31/2016,4.79,6.06,26.51356993736951,-16352,419,2639,3727,118,0,241,-48209,-87,0,4,-83,0,12467,0,11794,0,-36498
PFN,7/31/2009,9.92,10.04,1.2096774193548308,-211979,-58807,632530,-4401,5258,0,10,362612,0,0,0,0,-319000,442,0,-370917,0,-8305
PFN,7/31/2008,9.92,10.04,1.2096774193548308,-23511,0,0,-63026,-8752,0,164325,69035,0,0,0,0,0,0,0,-86067,0,-17032
PFN,7/31/2007,9.92,10.04,1.2096774193548308,29757,32869,0,24059,7023,0,-10363,83345,0,31395,0,31395,0,202,0,-99774,0,14966
PFN,7/31/2006,9.92,10.04,1.2096774193548308,68559,0,135689,0,0,0,25,135714,0,-48621,0,-48621,1497,0,0,-73784,0,13309
VALU,4/30/2019,23.4964,30.98,31.84998552969816,11150,367,31,263,-455,0,138,11494,-11,-2850,-111,-2972,-608,0,0,-7970,0,552
VALU,4/30/2018,19.07,23.15,21.394861038280013,14738,1125,-6798,961,-31,0,-88,9907,-408,-832,0,-1240,-354,0,0,-9283,0,-616
VALU,4/30/2017,17.48,19.48,11.441647597254004,10367,4623,-9629,-1429,236,0,-132,4036,-1276,-4932,11147,-2775,-741,0,0,-7357,0,-6096
GEO,12/31/2019,16.7,8.86,-46.94610778443114,166603,139434,34371,10672,-12746,0,0,338143,-117244,0,13107,-104137,1790,-5863,-4179,-250654,-352,-17000
GEO,12/31/2018,19.41,16.61,-14.42555383822772,145089,135290,30819,31689,-68150,0,0,274475,-195666,0,7183,-188483,-92754,202096,-3820,-124966,-10099,-49073
GEO,12/31/2017,23.55,19.7,-16.34819532908705,146241,140837,30362,2366,61453,0,0,381042,-148406,0,-351849,-500255,283326,122540,-4142,164719,-2318,43188
GEO,12/31/2016,24.1267,24.07,-0.23500934649164332,148715,127037,22300,5645,-331508,0,0,-28028,-81565,0,3871,-77694,3783,335710,-2336,119668,1119,15065
CODX,12/31/2019,0.9,9.3,933.3333333333333,-6196,157,1331,-225,-121,-179,-292,-5525,-113,-322,0,-435,5903,0,0,5903,0,-57
CODX,12/31/2018,1.5,0.8952,-40.32,-6272,51,1371,-108,-13,-9,901,-4080,-41,-339,0,-380,-124,2000,0,1876,0,-2584
CODX,12/31/2017,2.7,1.49,-44.81481481481482,-6959,130,4123,203,0,-9,-698,-3211,-129,-60,0,-189,5978,-42,0,5936,0,2536
CODX,12/31/2016,6,2.76,-54.0,-1929,59,70,473,0,0,15,-1312,-12,0,0,-12,0,2289,0,2289,0,965
NMZ,10/31/2008,10.83,11.02,1.7543859649122762,-104975,0,0,0,0,0,0,-104975,0,0,0,0,5235,0,0,-26386,0,-131361
NMZ,10/31/2007,10.83,11.02,1.7543859649122762,13431,0,0,0,0,0,0,7910,0,0,0,0,3803,0,0,-19126,0,-11216
NMZ,10/31/2006,10.83,11.02,1.7543859649122762,43313,0,0,0,0,0,0,38825,0,0,0,0,1081,0,0,-23151,0,15674
NMZ,10/31/2005,10.83,11.02,1.7543859649122762,40723,0,0,0,0,0,0,37587,0,0,0,0,664,0,0,-25585,0,12002
PSX,12/31/2019,112.08,69.94,-37.59814418272662,3076000,1364000,897000,1696000,-2308000,-204000,-14000,4808000,-3873000,-3000,188000,-3688000,-1445000,476000,269000,-2511000,-14000,-1405000
PSX,12/31/2018,85.32,111.41,30.57899671823723,5595000,1379000,594000,-1278000,1320000,-202000,-113000,7573000,-2639000,-1000,169000,-2471000,-4478000,1040000,-86000,-5167000,-35000,-100000
PSX,12/31/2017,101.66,86.15,-15.256738146763714,5106000,1340000,-3002000,1316000,-1182000,-176000,104000,3648000,-1832000,316000,370000,-1146000,-350000,-170000,-76000,-2111000,17000,408000
PSX,12/31/2016,87.31,101.75,16.538769900355053,1555000,1189000,-371000,1690000,-1258000,216000,-147000,2963000,-2844000,-324000,10000,-3158000,-36000,1257000,-42000,-178000,10000,-363000
PPC,12/29/2019,32.93,19.435,-40.980868508958395,455924,292365,-20199,110671,-25000,-111748,-36104,666521,-348120,0,-368941,-717061,-3423,-30451,0,-34526,4065,-81001
PPC,12/30/2018,15.68,32.8,109.18367346938774,247945,279801,68330,80083,-10918,83174,-255624,491650,-348666,0,9775,-338891,6743,-368627,-9781,-384246,3534,-227953
PPC,12/31/2017,30.74,15.51,-49.544567338972016,694579,277612,-43739,-33691,-82169,-207399,172540,801321,-339872,0,-652200,-992072,-9603,489629,0,466395,16364,292008
PPC,12/25/2016,18.95,31.53,66.38522427440634,440532,231708,-6604,65728,-32428,-33083,89924,795362,-340960,0,13375,-327585,-107015,-5726,0,-828219,-38587,-399029
WVE,12/31/2019,8.04,7.87,-2.1144278606965057,-193638,9201,19509,-21269,10000,0,-12034,-188231,-3918,0,0,-3918,164399,0,0,164399,114,-27636
WVE,12/31/2018,40,8.015,-79.9625,-146653,4791,16613,171908,-59000,0,-10521,-22862,-9938,0,0,-9938,65110,-16,0,65094,37,32331
WVE,12/31/2017,35.1,42.04,19.772079772079763,-101980,1947,16850,6372,-1000,0,-5860,-83671,-18887,0,0,-18887,94436,-62,0,94374,403,-7781
WVE,12/31/2016,26.55,34.8,31.0734463276836,-55660,784,6404,17937,0,0,-1390,-31925,-5567,0,4,-5563,29183,-62,0,29121,-14,-8381
FRGI,12/29/2019,9.5,11.6,22.105263157894733,-84386,39465,94736,-7599,640,0,22176,65032,-41247,0,1816,-39431,-14282,-3164,0,-17446,0,8155
FRGI,12/30/2018,15.25,9.45,-38.03278688524591,7787,34310,30686,-19224,805,0,-561,53803,-57850,0,5726,-52124,-2769,2899,0,-20,0,1659
FRGI,12/31/2017,19.1,15.51,-18.795811518324616,-36232,31707,63292,-4497,-1171,0,-2279,50820,-55866,0,374,-55492,0,5012,0,4075,0,-597
FRGI,1/1/2017,30.1,19.25,-36.04651162790698,16712,33502,23827,10656,446,0,-4464,80679,-82365,979,226,-81160,0,-1170,0,-604,0,-1085
PQG,12/31/2019,17.26,14.26,-17.381228273464668,79539,187867,4563,-1828,14538,-18943,1256,267763,-127642,46550,45733,-35359,412,-215919,-586,-216093,-2120,14191
PQG,12/31/2018,14.52,17.18,18.31955922865014,58300,192956,17987,3859,-10451,-8980,-6348,248644,-131688,4859,7539,-119290,-2789,-127704,-337,-137225,354,-7517
PQG,12/31/2017,16.51,14.81,-10.296789824348885,57603,186744,-41832,-2205,-11463,-21200,-3434,165173,-140482,-6221,-49279,-195982,480696,-407329,-993,19833,-6858,-17834
PQG,12/31/2016,17,16.58,-2.4705882352941275,-79746,164234,23613,-11981,27757,-2305,548,122708,-121421,-15598,-1778744,-1915763,4060,1880762,0,1858445,-5886,59504
ALLT,12/31/2019,8.59,10.52,22.46798603026775,-8659,4359,3420,30238,-6083,-253,-6930,16092,-3708,3605,-16388,-16491,993,0,0,993,0,594
ALLT,12/31/2018,6.01,8.5,41.430948419301174,-10415,3834,2901,12059,-4457,-3448,555,1029,-3485,-2126,5158,-453,418,0,0,418,0,994
ALLT,12/31/2017,5.26,6.07,15.399239543726248,-18072,3668,3393,8707,2771,-662,-33,-228,-2833,-3635,-1650,-8118,362,0,0,362,0,-7984
ALLT,12/31/2016,5.04,5.28,4.761904761904766,-7994,4043,5165,-9837,415,2934,1810,-3464,-1582,3513,13108,15039,-3719,0,0,-3719,0,7856
KFY,4/30/2019,47.23,28.83,-38.958289222951514,102651,46489,102110,28611,-30625,0,7424,258805,-46682,4445,-27230,-69467,-30100,14523,-21153,-64625,-19201,105512
KFY,4/30/2018,53.14,47.02,-11.516748212269473,133779,48588,10526,98520,-53357,0,-21049,219125,-42000,-6580,3741,-44839,-26186,-21179,-4279,-77258,12938,109966
KFY,4/30/2017,32.46,53.46,64.69500924214418,84181,47260,22774,5625,-42326,0,-14430,106141,-50088,32843,-3360,-20605,-23700,118414,-5828,64365,-12271,137630
AVGOP,11/3/2019,1110.85,1200.82,8.099203312778506,2724000,5808000,1349000,-336000,486000,250000,-584000,9697000,-432000,-5000,-14985000,-15422000,-1503000,11993000,-1008000,6488000,0,763000
AVGOP,11/4/2018,998,1119.4995,12.174298597194378,12610000,4081000,-6855000,-319000,-652000,417000,-402000,8880000,-635000,-249000,-3790000,-4674000,-7046000,-973000,-101000,-11118000,0,-6912000
AVGOP,10/29/2017,998,1014,1.6032064128256514,1784000,4737000,1016000,12000,-267000,-39000,-692000,6551000,-1069000,-7000,402000,-674000,257000,3758000,-40000,2230000,0,8107000
GPN,12/31/2019,183.95,215.42,17.10790975808644,430613,944421,133555,-95091,-115528,0,54645,1391278,-307868,0,-609218,-917086,-349446,482741,0,-28674,21877,467395
GPN,12/31/2018,101.55,182.56,79.77351058591827,452053,574354,91587,66182,-33386,0,-77322,1106082,-213290,0,-1262997,-1476287,-225390,540683,0,286930,-41702,-124977
GPN,12/31/2017,100.69,103.13,2.4232793723309145,468425,496249,-119062,146327,-14096,0,-491100,512388,-181905,37565,-591685,-736025,-56457,434315,0,352305,44408,173076
GPN,5/31/2016,77.29,91.61,18.527623237158743,271666,189657,55219,-81506,-14542,0,153845,592890,-91591,0,-2035657,-2127248,-130886,2180613,0,1957598,-29251,393989
PPT,7/31/2009,6.32,6.28,-0.6329113924050638,-57971,0,0,0,0,0,0,-57971,0,0,0,0,-44763,0,0,-118282,0,-176253
PPT,7/31/2008,6.32,6.28,-0.6329113924050638,-27178,0,0,0,0,0,0,-27178,0,0,0,0,-70807,0,0,-135242,0,-162420
PPT,7/31/2007,6.32,6.28,-0.6329113924050638,70508,0,0,0,0,0,0,70508,0,0,0,0,-174169,0,0,-238589,0,-168081
PPT,7/31/2006,6.32,6.28,-0.6329113924050638,35170,0,0,0,0,0,0,35170,0,0,0,0,-52984,0,0,-122071,0,-86902
FLMN,12/31/2019,7.13,3.15,-55.820476858345025,30914,13455,5442,1683,3383,0,352,55229,-23353,0,0,-23353,0,21500,0,-36650,0,-4774
FLMN,12/31/2018,8.39,7.06,-15.852205005959485,101107,19000,-39097,-4546,1882,0,-460,77886,-1738,0,124050,122312,-8,-44000,0,-203378,0,-3180
FLMN,12/31/2017,9.6,8.5,-11.45833333333333,75673,37214,-32481,3822,-2368,0,-1069,80791,-3518,225,86341,83048,0,-1000,0,-161390,0,2449
FLMN,12/31/2016,9.5,9.6,1.0526315789473646,14780,37562,1040,-1709,-735,0,341,51279,-5035,-225,0,-5260,53,-52500,0,-76225,0,-30206
BNL,12/31/2019,16.5,19.58,18.666666666666657,79394,107950,-47765,2103,92,0,-136,147358,-1002066,1600,168759,-831707,275151,481729,0,685671,0,1322
BNL,12/31/2018,16.5,16.3,-1.2121212121212077,69375,85466,-36437,5689,-876,0,-936,128011,-581347,16900,53988,-510459,205698,246123,0,391338,0,8890
BNL,12/31/2017,16.5,16.3,-1.2121212121212077,54799,64652,-28927,3210,-542,0,-8,97940,-675145,0,63310,-611835,263388,289617,0,500891,0,-13004
BNL,12/31/2016,16.5,16.3,-1.2121212121212077,36354,47465,-22218,1248,214,0,212,67189,-502543,-2920,34890,-470573,238299,203749,0,399350,0,-4034
BOH,12/31/2019,95.48,76.62,-19.752827817343945,225913,51043,-22679,0,0,0,-20039,234238,-53900,-720007,639,-773268,-129777,49733,757241,571719,0,32689
BOH,12/31/2018,66.55,95.16,42.99023290758828,219602,46983,14645,0,0,0,27815,317922,-35300,-39368,0,-74668,-84115,-125798,143273,-165136,0,78118
BOH,12/31/2017,86.43,67.32,-22.110378340853885,184672,51203,-108,0,0,0,-60622,175145,-30470,-991417,0,-1021887,-33975,-27701,563728,414986,0,-431756
BOH,12/31/2016,90.35,85.82,-5.013835085777534,181461,55132,-11824,0,0,0,1760,226529,-15177,-945675,0,-960852,-52728,-78196,1070290,858209,0,123886
WTM,12/31/2019,1118.15,1000.66,-10.507534767249485,414500,40300,-476700,35800,0,0,-96500,-120500,0,-32600,-27300,-59900,43500,183500,34800,230500,600,50700
WTM,12/31/2018,853,1115.51,30.77491207502931,-141200,38700,117100,39200,0,0,-34700,-31100,0,435800,23400,459200,-512300,68700,39100,-414300,-600,13200
WTM,12/31/2017,852.47,857.69,0.6123382641031387,627200,37200,-565200,54500,0,0,-25000,94600,0,562500,156000,718500,-714800,11000,11400,-699000,0,16000
WTM,12/31/2016,837.36,848.05,1.2766313174739587,401800,38900,-484900,31700,0,0,-149800,-155100,0,1432600,-155800,1276800,-877600,-52100,-12200,-948400,0,173300
CTEK,12/31/2019,3.38,1.45,-57.100591715976336,14891,2072,-21432,403,1819,75,542,-1630,-194,0,20538,20344,123,-20080,0,-19957,0,-1243
CTEK,12/31/2018,4.68,3.3,-29.48717948717949,1894,2160,2650,-734,2458,-28,-2108,6291,-156,0,0,-156,0,-3704,0,-3815,0,2319
CTEK,12/31/2017,4.11,4.74,15.328467153284667,-442,2464,4180,-2848,-2033,-69,181,1434,-286,0,-13449,-13735,66,10396,0,10462,0,-1839
CTEK,12/31/2016,2.37,3.89,64.1350210970464,5010,753,2861,-1283,-2217,371,-5078,418,-205,0,0,-205,60,-619,0,-558,0,-346
PRK,12/31/2019,102.29,105.01,2.6591064620197464,102700,7302,-4354,-3781,0,0,6947,111014,-14885,79759,-4795,60079,-40535,-227572,158869,-178351,0,-7258
PRK,12/31/2018,85,102.38,20.447058823529407,110387,10218,-7063,5131,0,0,8115,131797,-11533,23518,33460,45445,-5784,-269323,158980,-179140,0,-1898
PRK,12/31/2017,104.5,84.95,-18.708133971291865,84242,20356,-11908,-11778,0,0,-5505,86686,-7018,-57606,3958,-60666,-7378,-233506,295023,-3354,0,22666
PRK,12/31/2016,120,103.67,-13.60833333333333,86135,16840,-6729,2006,0,0,-12775,87887,-7466,-154848,9754,-152560,0,-55001,174314,61660,0,-3013
FMBIP,12/31/2019,24.5,28.3,15.510204081632656,199738,43786,25961,108956,-146968,0,-4364,227109,-20330,-1043897,10034,-1054193,-33928,750933,176582,837047,0,9963
FMBIP,12/31/2018,24.5,24.5,0.0,157870,39865,81413,-4346,-44246,0,964,253184,-27800,-1156196,181610,-1002386,0,172977,563206,691890,0,-57312
FMBIP,12/31/2017,24.5,24.5,0.0,98387,39210,26551,-56055,121577,0,0,234266,-16123,-210453,80796,-145780,0,-164124,197189,-4064,0,84422
FMBIP,12/31/2016,24.5,24.5,0.0,92349,32324,18195,47315,-76902,0,0,121731,-19083,-1249592,219337,-1049338,0,704480,133271,808553,0,-119054
NDRA,12/31/2019,1.76,0.75,-57.38636363636363,-13306,2470,1649,730,0,-54,-78,-8589,-44,0,0,-44,5845,2491,0,8335,0,-297
NDRA,12/31/2018,1.59,1.68,5.660377358490557,-9796,798,1655,126,7,-155,-337,-7702,-100,0,0,-100,7737,935,0,8672,0,869
NDRA,12/31/2017,5,1.5,-70.0,-5377,773,1004,528,-7,-152,-71,-3301,-8,0,0,-8,8591,175,0,8766,0,5457
NDRA,12/31/2016,4.15,4.95,19.277108433734934,-2775,65,1140,198,0,59,-2,-1316,0,0,0,0,5,1436,0,1441,0,126
SRLP,12/31/2019,16.86,18.95,12.39620403321471,31256,37605,796,-87394,-11942,-33655,-2031,-65365,-14292,0,406,-13886,0,143942,0,77068,39,-2144
SRLP,12/31/2018,14.49,16.92,16.770186335403736,79819,36930,1282,4953,44975,76291,-85271,158979,-17249,0,394,-16855,-2508,-69923,0,-141315,-94,715
SRLP,12/31/2017,24.1,14.49,-39.87551867219917,29497,33361,2925,68895,-94454,-12247,29065,57042,-46955,0,-106314,-153269,-1587,164218,0,100286,74,4133
SRLP,12/31/2016,28.5,24.95,-12.456140350877195,10166,25211,4488,48496,-61541,-77235,182159,131744,-15986,0,-28911,-44897,-3870,-61667,0,-115129,-10,-28292
VTNR,3/31/2019,1.62,0.6,-62.96296296296296,93399,764952,30194,-79624,-3628129,-360152,208336,-2971024,-725606,0,3978503,3252897,-188979,139632,19643,-29704,-27968,224201
VTNR,3/31/2018,1.19,1.63,36.97478991596638,428534,555364,-77039,636152,-4916843,-354319,-138184,-3866335,-561997,0,4272945,3710948,-180050,-54977,47242,-187785,-15079,-358251
VTNR,3/31/2017,1.11,1.21,9.009009009008995,319564,609660,63963,150965,-5136256,85047,84949,-3822108,-525111,0,4794941,4269830,-337094,171011,-76024,-242107,17490,223105
BKYI,12/31/2019,4,3.52,-12.0,-14589,2140,8470,710,829,570,20,-1850,-29,-513,-2,-543,0,2510,-361,2149,0,-245
BKYI,12/31/2018,6.16,4,-35.064935064935064,-6869,1737,1700,-469,1395,-52,944,-1613,-52,0,-30,-82,1875,0,-144,1731,0,35
BKYI,12/31/2017,15.1768,6,-60.465974381951405,-4275,1576,1473,260,-1059,-481,41,-2465,-166,0,-61,-227,1920,0,0,1920,0,-773
BKYI,12/31/2016,20,15.04,-24.800000000000004,-4190,84,916,-593,-258,-297,-109,-4447,-53,0,0,-53,1775,0,0,1240,0,-3260
CASI,12/31/2019,3.11,2.95,-5.144694533762048,-46032,2153,15514,3981,-1293,-4411,6175,-23243,-427,0,-27631,-28058,23912,-1500,-367,22045,-1328,-30584
CASI,12/31/2018,3.93,3.09,-21.374045801526723,-27471,1671,6998,-2555,0,-283,-6944,-28584,-1131,0,-20642,-21773,92387,0,-117,92270,-1198,40715
CASI,12/31/2017,3.23,4.02,24.458204334365313,-10770,118,678,3573,0,0,0,-6402,-935,0,0,-935,23734,0,0,23734,0,16397
CASI,12/31/2016,1.18,3.58,203.3898305084746,-9453,66,3016,262,0,0,86,-6023,-223,0,158,-65,28050,0,0,28050,0,21962
CAPR,12/31/2019,1.3,3.43,163.84615384615384,-7642,172,704,-357,117,0,185,-6822,0,-3002,0,-3002,9178,0,0,9178,0,-646
CAPR,12/31/2018,4.3,1.28,-70.23255813953487,-15191,158,1726,-415,140,0,-279,-13862,-316,4988,0,4672,6853,0,0,6853,0,-2337
CAPR,12/31/2017,15.8,4.1,-74.0506329113924,2431,144,-13943,-2549,-121,0,-193,-14231,-32,5014,0,4982,11080,500,0,11580,0,2331
CAPR,12/31/2016,27.2,15.7,-42.279411764705884,-18807,126,3462,899,-11,0,-124,-14454,-192,-4999,0,-5191,13879,4750,0,18629,0,-1017
UAN,12/31/2019,31.5,16.02,-49.142857142857146,-34969,83505,6837,-29194,936,9914,2128,39157,-18656,0,127,-18529,0,0,-29842,-45410,0,-24782
UAN,12/31/2018,33.5,31,-7.462686567164179,-50027,74908,5097,17410,-6698,-8670,214,32234,-19806,0,175,-19631,0,0,0,0,0,12603
UAN,12/31/2017,33,34,3.0303030303030303,-72788,77032,5516,-6380,4087,59,2874,10400,-14556,0,0,-14556,0,0,-1488,-2266,0,-6422
UAN,12/31/2016,60.8,35.4,-41.776315789473685,-26938,61242,10227,-32119,2185,29087,1285,44969,-23231,0,-63869,-87100,-4493,132529,-41956,47759,0,5628
NVG,10/31/2008,12.88,13.12,1.8633540372670685,-37581,0,0,0,0,0,0,-37581,0,0,0,0,0,0,0,-29366,0,-66947
NVG,10/31/2007,12.88,13.12,1.8633540372670685,18556,0,0,0,0,0,0,10145,0,0,0,0,84,0,0,-22200,0,-12055
NVG,10/31/2006,12.88,13.12,1.8633540372670685,39986,0,0,0,0,0,0,32536,0,0,0,0,0,0,0,-24517,0,8019
NVG,10/31/2005,12.88,13.12,1.8633540372670685,18378,0,0,0,0,0,0,13612,0,0,0,0,0,0,0,-29984,0,-16371
EYEG,12/31/2019,10.19,4.93,-51.61923454367027,-7097,52,1610,-2691,13,0,-41,-8154,0,0,0,0,3928,0,-3,3921,6,-4228
EYEG,12/31/2018,6.5997,10.02,51.82508295831627,-10811,38,961,-1486,4,0,449,-10845,-20,0,-250,-270,11315,0,0,11305,8,198
EYEG,12/31/2017,16.3492,6.9762,-57.33002226408632,-13218,19,-381,7527,32,0,-449,-6469,-37,0,0,-37,10684,0,0,10671,5,4171
EYEG,12/31/2016,24.7488,16.7992,-32.12115334884924,-13343,5,511,1163,3241,0,10,-8413,-11,0,186,175,3501,0,0,3498,6,-4734
UAL,12/31/2019,89.57,43.25,-51.713743440884215,3009000,2288000,1089000,731000,44000,0,-252000,6909000,-4528000,99000,-131000,-4560000,-1645000,456000,-30000,-1280000,0,1069000
UAL,12/31/2018,81.69,88.09,7.83449626637288,2122000,2165000,1094000,501000,17000,0,265000,6164000,-4070000,64000,-449000,-4455000,-1235000,-212000,-17000,-1501000,0,208000
UAL,12/31/2017,67.9,83.73,23.31369661266568,2143000,2096000,1134000,-1394000,-73000,0,-432000,3474000,-3870000,-64000,131000,-3803000,-1844000,1552000,-11000,-383000,0,-712000
UAL,12/31/2016,74.02,68.94,-6.863009997298025,2234000,1977000,2131000,-488000,-16000,0,-296000,5542000,-3223000,-56000,41000,-3238000,-2614000,-543000,8000,-3213000,0,-909000
TRNS,3/30/2019,22.94,26.25,14.428945074106359,7145,6361,2373,206,-2385,-1100,-39,12561,-6998,0,-3906,-10904,140,-1848,0,-1708,262,211
TRNS,3/31/2018,15.55,22.85,46.94533762057878,5922,5991,2401,445,-2952,-1674,-259,9874,-5882,0,11,-5871,481,-4461,0,-3980,-288,-265
TRNS,3/25/2017,12.05,14.85,23.236514522821565,4522,6184,888,4327,-4728,-3425,-224,7544,-5250,0,-6918,-12168,-429,8238,-3041,4768,57,201
KNDI,12/31/2019,4.77,6.9,44.654088050314485,-7189,8203,7952,6526,-38849,-6458,-71,-29886,-526,31779,0,31253,-2493,-4488,0,-6981,-226,-5614
KNDI,12/31/2018,3.61,4.73,31.024930747922454,-5695,4326,19581,163021,-161537,-5243,-865,13588,-583,-2051,1687,-947,0,-5298,0,-5298,-1100,7342
KNDI,12/31/2017,6.8,3.63,-46.61764705882353,-28347,4778,12050,73787,-57894,-3311,-4277,-3214,-760,3885,-416,2709,0,-9815,0,-9815,1238,-10320
KNDI,12/31/2016,5,7.2,44.00000000000001,-6511,4863,22008,91677,-166469,4953,-48,-49527,-276,1246,-3,967,435,42136,0,42570,-1728,-5990
EFT,5/31/2009,16.69,17,1.8573996405032875,-141175,114680,244974,12367,881,0,38,231765,0,0,0,0,0,-194263,0,-235526,0,-3761
EFT,5/31/2008,16.69,17,1.8573996405032875,-26000,0,0,0,0,0,0,-47490,0,0,0,0,292,0,0,-52975,0,-100465
EFT,5/31/2007,16.69,17,1.8573996405032875,85437,0,0,0,0,0,0,63035,0,0,0,0,878,0,0,-59435,0,3600
EFT,5/31/2006,16.69,17,1.8573996405032875,71445,0,0,0,0,0,0,54177,0,0,0,0,0,0,0,-51727,0,2450
PLYM,12/31/2019,18.4,15,-18.47826086956521,-10420,36923,90,10371,0,0,-7729,27717,-195141,-5326,0,-200467,153518,46599,0,180187,0,7437
PLYM,12/31/2018,12.62,18.39,45.721077654516655,-18716,27622,4150,5717,0,0,-1447,14867,-142635,-3850,4562,-141923,84559,49378,0,122854,0,-4202
PLYM,12/31/2017,18.541,12.61,-31.98856588102045,-8707,15974,33,8832,0,0,-2708,8104,-170788,-1056,0,-171844,75908,98549,0,172702,0,8962
PLYM,12/31/2016,18.36,18.5,0.7625272331154715,-36987,45009,-3363,174,0,0,-2312,220,0,-1632,0,-1632,0,1655,0,1655,0,243
EEX,12/31/2019,10.62,5.42,-48.964218455743875,-50000,53400,75800,-10700,3400,0,-4100,67800,-1600,0,-15100,-16700,-4000,-35700,-1000,-62000,0,-10900
EEX,12/31/2018,12.13,10.55,-13.025556471558119,-25100,48500,85800,-10000,1000,0,3700,103900,-800,0,-73900,-74700,-12900,14300,0,-19600,0,9600
EEX,12/31/2017,20.39,12.34,-39.48013732221678,81800,47800,-34900,12200,-700,0,4600,110800,-900,0,-94600,-95500,164400,-151200,-12600,-19300,0,-4000
EEX,12/31/2016,18.7,21.18,13.2620320855615,22200,45200,17300,21200,-10600,0,-2300,93000,-2400,0,-49500,-51900,100,-37000,-4600,-42500,0,-1400
AUBAP,12/31/2019,24.92,27.7,11.15569823434991,193528,32077,13632,12910,0,0,-57348,194799,-15892,-467779,58270,-425401,-78292,-542843,1104915,405435,0,174833
AUBAP,12/31/2018,24.92,25.15,0.922953451043326,146248,19617,53501,24005,0,0,-26606,216765,1698,-938224,166487,-770039,817,243645,428639,615100,0,61826
AUBAP,12/31/2017,24.92,25.15,0.922953451043326,72923,24338,13505,5352,0,0,-5785,110333,-9261,-886244,9752,-885753,1037,227371,602541,795556,0,20136
AUBAP,12/31/2016,24.92,25.15,0.922953451043326,77476,25304,7771,-1898,0,0,-14810,93843,-6339,-710745,1967,-715117,-31748,308304,414967,657851,0,36577
