Symbol,Period Ending,Next Period Start Opening Price (Period Ending + 1 Day),Next Period End Closing Price (Period Ending + 1 year),Price Percentage Change,Net Income,Depreciation,Net Income Adjustments,Accounts Receivable,Changes in Inventories,Other Operating Activities,Liabilities,Net Cash Flow-Operating,Capital Expenditures,Investments,Other Investing Activities,Net Cash Flows-Investing,Sale and Purchase of Stock,Net Borrowings,Other Financing Activities,Net Cash Flows-Financing,Effect of Exchange Rate,Net Cash Flow
PB,12/31/2018,62.19,71.89,15.597362920083619,321812,35923,34704,-58051,-14811,0,0,320146,-15115,-119894,16057,-118952,0,486469,-564796,-182380,0,18814
PB,12/31/2017,70.06,62.3,-11.076220382529266,272165,35956,26487,31519,24598,0,0,390725,-11229,-371495,10130,-372594,148,-481834,514375,-63199,0,-45068
PB,12/31/2016,73.3,70,-4.502046384720324,274466,25631,45630,-26987,15615,0,0,334355,-5007,41360,4654,41007,-50279,497342,-862780,-501943,0,-126581
SIG,3/31/2019,27.35,6.45,-76.41681901279708,15427,22461,18516,13289,-31506,-15438,-1942,20807,-54788,-175,-2397,-57361,13503,43952,-10219,44091,88,7536
SIG,3/31/2018,38.55,28.05,-27.2373540856031,14158,27234,11347,13558,-34047,8220,-7956,32514,-25589,548,-2470,-27511,187,-5523,-7533,-16069,-73,-11066
SIG,3/31/2017,69.35,36.08,-47.97404470079307,9893,27331,9964,24438,-28393,-6785,-9521,26927,-24589,870,-1075,-24794,4589,624,-6571,-3972,-55,-1839
NUZE,9/30/2019,95,16.99,-82.11578947368422,-12188,452,7964,347,-365,-366,-245,-4401,-1469,0,-569,-2038,5920,85,0,6005,-47,-481
NUZE,9/30/2018,95,95,0.0,-3577,163,1031,127,-73,49,-39,-2311,-550,0,0,-550,4385,-45,0,4336,-16,1459
NUZE,9/30/2017,95,95,0.0,-1767,87,290,-12,-130,141,2,-1398,-187,-50,202,-35,1761,-3,0,1758,-18,307
DLHC,9/30/2019,4.49,7.25,61.46993318485523,5324,4938,2582,5440,617,0,-862,18039,-405,0,-67079,-67484,39,48292,0,44880,0,-4565
DLHC,9/30/2018,5.8,4.46,-23.10344827586207,1836,2517,6877,1314,1631,0,-98,14077,-654,0,0,-654,46,-11979,0,-11998,0,1425
DLHC,9/30/2017,6.39,5.85,-8.450704225352114,3288,1992,2571,3945,-5274,0,2,6524,-1064,0,-250,-1314,129,-3836,0,-3707,0,1503
JEQ,10/31/2008,6.27,6.29,0.3189792663476948,-46175,0,0,0,0,0,0,-46175,0,0,0,0,0,0,0,0,0,-46175
JEQ,10/31/2007,6.27,6.29,0.3189792663476948,1726,0,0,0,0,0,0,1726,0,0,0,0,84,0,0,-1214,0,513
JEQ,10/31/2006,6.27,6.29,0.3189792663476948,12181,0,0,0,0,0,0,12181,0,0,0,0,6,0,0,-807,0,11374
JEQ,10/31/2005,6.27,6.29,0.3189792663476948,22366,0,0,0,0,0,0,22366,0,0,0,0,0,0,0,0,0,22366
DHY,10/31/2008,2.98,2.98,0.0,-89626,86488,72143,-99,1390,0,-60,70236,0,0,0,0,21,-48890,0,-71496,0,-1260
DHY,10/31/2007,2.98,2.98,0.0,17701,7261,-10859,-60,-264,0,-80,13699,0,0,0,0,0,5975,0,-14767,0,-1068
DHY,10/31/2006,2.98,2.98,0.0,28457,-2200,-16610,165,116,0,33,9962,0,0,0,0,0,3808,0,-18645,0,-8683
DHY,10/31/2005,2.98,2.98,0.0,6392,15355,0,170,651,0,-36,22532,0,7909,0,7909,0,817,0,-24338,0,6103
ESXB,12/31/2019,8.9,6.75,-24.15730337078652,15705,4456,183,-16,0,0,686,21014,-367,-37743,1044,-37066,893,14050,-1527,10517,0,-5535
ESXB,12/31/2018,7.19,8.88,23.50486787204451,13688,3786,559,1905,0,0,-249,19689,-4527,-46996,2129,-49394,146,-27391,69211,41966,0,12261
ESXB,12/31/2017,8.1,7.22,-10.864197530864196,7203,4644,3886,741,0,0,-1490,14984,-3544,-89432,2141,-90835,260,18007,58470,76737,0,886
ESXB,12/31/2016,7.25,8,10.344827586206897,9922,5381,-805,-127,0,0,467,16939,-2524,-67726,-2513,-72763,133,-31981,91775,59927,0,4103
TTEC,12/31/2019,39.99,72.93,82.37059264816205,77164,71171,18041,7022,29608,0,27413,237989,-60776,0,-102075,-162851,-1588,-3855,-11373,-47374,-410,27354
TTEC,12/31/2018,28.14,39.62,40.796019900497505,35817,73186,37081,18776,29985,0,-30438,168345,-43450,-2119,-1993,-47562,-2717,-67989,-5992,-102079,-14904,3800
TTEC,12/31/2017,40.45,28.57,-29.36959208899877,7256,66930,34373,79587,-59284,0,-19266,113152,-51958,-1384,-115645,-168987,-19823,120659,-6806,71581,3427,19173
TTEC,12/31/2016,30.75,40.2,30.731707317073177,33678,70087,43246,-30988,-7858,0,-92,111830,-50832,-3179,-46346,-100357,-82734,114078,-13400,-1605,-14908,-5040
CLW,12/31/2019,21.54,37.75,75.25533890436398,-5600,115600,11100,-28500,-13600,-21200,-2200,55600,-140100,0,0,-140100,0,84700,-400,82000,0,-2500
CLW,12/31/2018,23.97,21.36,-10.888610763454317,-143800,101900,181600,25200,-7300,-8100,19400,168900,-295700,0,71700,-224000,0,65800,-400,63300,0,8200
CLW,12/31/2017,45.6,24.37,-46.55701754385965,97300,105000,-35100,31300,5600,-14800,-10600,178700,-199700,0,900,-198800,-4900,20000,-1200,13800,0,-6300
CLW,12/31/2016,66.3,46.2,-30.31674208144796,49554,91090,30427,0,0,0,1680,172751,-155349,0,-67157,-222506,-65327,135000,-621,67146,0,17391
AWH,12/31/2019,0.8101,6.71,728.2928033576102,-15237,333,1247,971,-138,67,-209,-12966,-133,0,1,-132,15630,-189,0,15441,0,2343
AWH,12/31/2018,0.329,0.81,146.20060790273556,-11371,675,1112,380,-81,10,-92,-9367,-113,0,0,-113,13515,-214,0,13301,0,3821
AWH,12/31/2017,1.94,0.3,-84.5360824742268,-10497,786,1443,50,70,-9,28,-8129,-60,0,0,-60,8703,-217,0,8486,0,297
AWH,12/31/2016,0.95,1.8,89.47368421052633,-14968,723,1185,-851,-188,-6,142,-13963,-1261,0,0,-1261,5,1819,0,1824,0,-13400
KMPH,12/31/2019,6.24,11.2,79.48717948717946,-24522,1960,3945,-2402,-1725,0,-993,-23737,-26,3260,0,3234,0,5239,0,4939,0,-15564
KMPH,12/31/2018,28.48,6.0688,-78.69101123595505,-56466,1942,2606,-1737,0,0,-548,-54203,-21,33353,0,33332,28212,-193,0,28019,0,7148
KMPH,12/31/2017,64.8,28.48,-56.04938271604937,-43386,1897,10039,-724,0,0,-926,-33100,-181,27593,0,27412,-46,-157,0,-203,0,-5891
KMPH,12/31/2016,48,66.4,38.33333333333334,-16516,1791,-18367,1302,0,0,2018,-29772,-643,-45204,0,-45847,-1006,62169,0,61163,0,-14456
JEF,11/30/2019,21,22.73,8.23809523809524,962563,129766,-532043,-2417214,733571,0,295520,-827837,-232229,1037233,902091,1707095,-502755,2247273,0,1589578,-1063,2467773
JEF,12/31/2017,24.8643,16.2578,-34.61388416323806,252847,64759,905411,1751399,-1503642,0,-682480,788294,-123027,-335326,423509,-54634,-59089,791263,-167935,434801,12067,1177392
JEF,12/31/2015,15.9581,21.8206,36.73682957244283,252111,172073,128414,-5543336,463620,0,3765363,-761755,-295894,1067441,28662,781165,-103897,-449009,750,-651983,-5554,-638127
JEF,12/31/2014,21.1089,16.2859,-22.848182520169203,199025,139744,285318,2200720,-499310,0,-3312657,-987160,-600837,1058274,194005,449083,-22044,1038773,1921,917782,-10525,369180
VVV,9/30/2019,22.12,19.04,-13.924050632911399,208000,61000,86000,37000,-30000,-10000,-27000,325000,-108000,-2000,-78000,-188000,0,18000,-7000,-71000,-3000,63000
VVV,9/30/2018,21.62,22.03,1.8963922294172069,166000,54000,179000,-2000,-38000,-4000,-35000,320000,-93000,0,-120000,-213000,-325000,197000,-22000,-209000,-3000,-105000
VVV,9/30/2017,23.44,20.8,-11.262798634812288,304000,42000,-355000,0,-22000,-35000,-64000,-130000,-68000,0,-67000,-135000,-50000,385000,0,295000,-1000,29000
FSP,12/31/2019,8.65,4.37,-49.47976878612717,6475,93385,266,4267,158,0,-22636,81915,-70746,49660,1470,-19616,0,-25083,0,-63686,0,-1387
FSP,12/31/2018,6.12,8.56,39.869281045751634,13069,96615,-6843,-4675,-765,0,-17199,80202,-51057,75991,710,25644,0,-55162,0,-104488,0,1358
FSP,12/31/2017,10.69,6.23,-41.72123479887745,-15944,102712,24113,3727,-160,0,-18503,95945,-54306,10060,39152,-5094,0,-8902,0,-90398,0,453
FSP,12/31/2016,12.78,10.75,-15.884194053208134,8378,94747,1861,5809,-185,0,-16232,94378,-258609,-14648,28285,-244972,82902,136353,0,141774,0,-8820
MUFG,3/31/2019,4.99,3.66,-26.65330661322645,6493000,3726000,-19469000,12385000,0,0,-1244000,2063000,-1143000,-37993000,-2713000,-41849000,-1424000,4343000,27390000,27676000,397000,-11712000
MUFG,3/31/2018,6.49,5.08,-21.72573189522342,11548000,4226000,-3934000,-60498000,0,0,-10050000,-5302000,-1495000,34821000,-2823000,30503000,-1879000,48409000,43968000,88032000,-1769000,111464000
MUFG,3/31/2017,6.29,6.48,3.020667726550086,1819000,3794000,-6412000,4544000,447000,0,1115000,6196000,-1048000,47877000,-3389000,43439000,-1952000,14464000,71832000,82072000,-3005000,128703000
CNI,12/31/2016,67.71,83.28,22.99512627381481,2714000,913000,469000,-229000,-2000,-1000,15000,3879000,-2010000,0,29000,-1980000,-1496000,515000,-33000,-1893000,11000,17000
CNI,12/31/2015,54.75,67.35,23.01369863013698,2547000,834000,432000,-284000,135000,3000,34000,3700000,-1948000,0,-87000,-2035000,-1271000,389000,-1000,-1600000,8000,73000
CNI,12/31/2008,33.81,33.815,0.01478852410528084,1550679,593268,188209,-103924,-353506,-18821,-193937,1661967,-1165259,0,19639,-1145620,-791296,690645,0,-457430,25367,84285
CNI,12/31/2007,33.81,33.815,0.01478852410528084,2199865,691153,-239559,-357809,233443,18349,-81552,2463890,-1413908,0,501545,-912363,-1536236,593291,0,-1369054,-48931,133541
ATR,12/31/2019,115.5,136.89,18.519480519480506,242202,194552,48972,923,8811,605,18367,514457,-242276,12841,-106833,-336268,4337,-111264,0,-197135,-904,-19850
ATR,12/31/2018,92.73,115.62,24.684568100938208,194745,171747,9592,11238,-66968,-25183,18436,313628,-211252,-10779,-513430,-735461,26465,41009,0,-14872,-9112,-445817
ATR,12/31/2017,86.44,94.07,8.826931975937061,220030,153094,43923,8488,-44658,-12989,-43158,324729,-156624,-70921,2745,-224800,-87629,290617,0,114792,31632,246353
ATR,12/31/2016,74.26,87.01,17.169404793967143,205590,154802,23889,-6798,-41721,-834,-9643,325299,-128986,31282,-202798,-300502,-76024,113797,0,-29715,-18696,-23614
AWI,12/31/2019,94.31,74.39,-21.121832255328176,214500,72100,-44200,-43900,-1100,-7200,-7500,182700,-71300,0,-17800,-89100,-136000,-210400,0,-384900,900,-290400
AWI,12/31/2018,57.38,93.97,63.76786336702683,185900,79400,-68800,-1500,13200,-8900,3900,203200,-71900,-70000,451500,309600,-288200,-32500,0,-329300,-7400,176100
AWI,12/31/2017,60.95,58.21,-4.495488105004105,119600,89200,35300,-40000,-37100,3600,-200,170400,-89700,0,35500,-54200,-77100,-25000,0,-102700,4200,17700
AWI,12/31/2016,42.3,61.5,45.390070921985824,104700,89200,47600,-153400,-23900,-7000,-7900,49300,-104200,0,87200,-17000,-43100,-68600,-9100,-128900,-6300,-102900
SO,12/31/2019,63.65,61.43,-3.487824037706204,4916000,3331000,-2456000,-641000,630000,-120000,293000,5781000,-7555000,-373000,4536000,-3392000,1040000,13000,-157000,-1930000,0,459000
SO,12/31/2018,43.89,63.7,45.13556618819777,2390000,3549000,820000,354000,-426000,123000,225000,6945000,-8001000,-135000,2376000,-5760000,3608000,-2579000,-264000,-1813000,0,-628000
SO,12/31/2017,48.01,43.92,-8.51905852947302,986000,3457000,2964000,-326000,-202000,36000,-461000,6394000,-7423000,729000,-496000,-7190000,465000,3127000,-222000,951000,0,155000
SO,12/31/2016,49.15,47.17,-4.028484231943025,2552000,2923000,-1536000,551000,-544000,178000,793000,4894000,-7310000,-12236000,-501000,-20047000,4440000,13973000,-512000,15725000,0,572000
FRT,12/31/2019,129.52,85.12,-34.28042001235331,353866,239758,-114212,2327,-16128,0,-10368,461919,-614426,1356,296538,-316532,143431,94872,-4626,-100105,0,45282
FRT,12/31/2018,117.05,128.73,9.978641606151212,241907,244245,-4370,2650,917,0,24220,516688,-381761,37169,152345,-192247,133756,-57620,-958,-241309,0,83132
FRT,12/31/2017,133.08,118.04,-11.301472798316807,289914,216050,-67906,14242,2059,0,-3487,458828,-956708,-613,119399,-837922,277023,394876,-4229,369445,0,-9649
FRT,12/31/2016,142.92,133.75,-6.416176882171836,249910,193585,-32034,7159,1868,0,-1789,427672,-580238,8316,-18299,-590221,329765,135320,-4451,168838,0,6289
LTRPA,12/31/2019,7.44,4.34,-41.66666666666667,-22000,169000,286000,0,0,0,52000,391000,-83000,17000,-110000,-176000,-60000,-124000,-49000,-542000,-4000,-331000
LTRPA,12/31/2018,15.6,7.35,-52.88461538461539,-64000,160000,184000,27000,0,0,38000,400000,-61000,48000,-36000,-49000,-100000,-238000,-20000,-358000,-16000,-23000
LTRPA,12/31/2017,9.45,15.89,68.14814814814817,-397000,213000,1573000,85000,0,0,-71000,219000,-65000,70000,-6000,-1000,-250000,66000,-15000,-199000,17000,36000
LTRPA,12/31/2016,15.35,9.45,-38.43648208469055,21000,222000,-13000,69000,0,0,-24000,301000,-73000,-50000,-41000,-164000,-96000,1000,-15000,-110000,-17000,10000
DHX,12/31/2019,3.02,2.22,-26.49006622516556,12551,9890,8841,-10542,1694,0,489,22923,-14188,0,2683,-11505,-4423,-8000,0,-12423,-86,-1091
DHX,12/31/2018,1.5,3.01,100.66666666666664,7174,10104,4757,-18095,11947,0,-969,14918,-10053,0,17542,7489,-2670,-24000,0,-27174,-829,-5596
DHX,12/31/2017,1.9,1.52,-19.999999999999993,15978,12580,4693,260,1976,0,-1078,34409,-13222,-500,12947,-775,-781,-44000,0,-44781,228,-10919
DHX,12/31/2016,6.35,2,-68.50393700787401,-5398,16960,32214,-648,2281,0,-412,44997,-11699,-1500,2429,-10770,-29634,-15000,0,-44634,-656,-11063
TCFC,12/31/2019,35.5,26.48,-25.408450704225352,15272,669,1925,660,-62,0,-2774,15690,-808,-98566,2912,-96462,10615,-10066,82324,80205,0,-567
TCFC,12/31/2018,29.14,35.57,22.06588881262869,11228,1832,1634,1360,-34,0,3380,19400,-1777,-69444,35031,-36190,-70,-87564,124206,34409,0,17619
TCFC,12/31/2017,39.07,29.24,-25.159969285897112,7208,1302,902,322,-532,0,606,10102,-779,-70472,1687,-69564,155,-1561,66826,63616,0,4154
TCFC,12/31/2016,27.35,38.43,40.511882998171835,7331,501,3026,1414,-761,0,1404,12915,-3970,-196623,5467,-195126,-865,52942,132072,182335,0,124
VISL,12/31/2019,1.6032,1.32,-17.664670658682628,-18047,3248,6775,-447,-867,841,142,-8355,-401,0,-24,-425,14362,-5843,0,8519,-7,-268
VISL,12/31/2018,18.5996,1.527,-91.79014602464568,-14873,2953,7097,-3956,1811,775,-186,-6379,-69,0,250,181,0,5868,0,5435,-31,-794
VISL,12/31/2017,98.398,18.6596,-81.03660643509015,-10353,4398,-5098,5163,-1073,2015,463,-4485,-374,0,-6500,-6874,7924,-2883,0,5041,63,-6255
VISL,12/31/2016,82.7983,95.9981,15.942114753563777,-20902,5611,6094,800,-683,1045,-41,-8076,-12,0,-23,-35,17371,-574,0,16797,0,8686
CNST,12/31/2019,47.11,28.8,-38.86648270006368,-85550,60,7417,2749,0,0,3076,-72248,-699,-48910,0,-49609,312072,29650,0,341597,0,219740
CNST,12/31/2018,4.04,47.11,1066.0891089108911,-59925,562,4107,7935,0,0,-1502,-48823,-476,0,0,-476,152078,-4698,0,147670,0,98371
CNST,12/31/2017,11.48,4.01,-65.06968641114983,-35377,474,-2938,982,0,0,-727,-37586,-582,0,0,-582,24286,-6634,0,17652,0,-20516
CNST,12/31/2016,11.48,11.5,0.17421602787456075,-34533,203,964,697,0,0,-106,-32775,-948,0,3,-945,24273,-2913,-2225,19105,0,-14615
SIF,9/30/2019,2.54,3.68,44.88188976377953,-7506,7624,796,2627,4506,1025,-3343,5729,-9447,0,8680,-767,-62,-5807,0,-5869,-4,-907
SIF,9/30/2018,5.1731,2.71,-47.61361659353192,-7170,8664,-215,1031,-2163,1479,-331,1295,-2831,0,3519,688,0,-2104,0,-2104,-26,-121
SIF,9/30/2017,5.65,5.1386,-9.05132743362832,-14209,10507,6257,-901,-294,8093,2542,11995,-2339,0,70,-2269,0,-8802,0,-8802,4,924
OMCL,12/31/2019,82,120.02,46.36585365853658,61338,66325,33155,14844,-21540,-8123,-991,145008,-15894,0,-45770,-61664,40706,-90000,28136,-23479,153,60018
OMCL,12/31/2018,60.26,81.72,35.612346498506476,37729,53642,23313,14843,-6192,-6763,-12606,103966,-23697,0,-30677,-54374,30611,-77000,32792,-13597,-1227,34768
OMCL,12/31/2017,48.75,61.24,25.620512820512825,30518,53101,-8985,23346,-40598,-26840,-5708,24834,-15341,0,-19646,-34987,30121,-43500,5608,-9877,-2034,-22064
OMCL,12/31/2016,34.4,49.5,43.89534883720931,9756,59952,15527,-18504,9932,-3362,-23401,49900,-13445,0,-327878,-341323,17691,252551,-6490,263752,-58,-27729
KCAPL,12/31/2019,25.214,25.09,-0.4917902752439073,-12500,-5651,42645,-22151,-23910,0,-148,-16064,0,0,0,0,-386,23974,0,11844,0,-4220
KCAPL,12/31/2018,24.74,25.215,1.9199676637025118,-9572,-6274,40286,-9548,2938,0,49,24154,0,0,0,0,0,-2104,-87,-16864,0,7290
KCAPL,12/31/2017,25.1889,24.74,-1.7821341940299174,3388,-10347,60743,25729,-691,0,-63,89106,0,0,0,0,1,-79273,-225,-96908,0,-7801
KCAPL,12/31/2016,24.95,25.1,0.6012024048096278,-1040,3252,43032,6862,-668,0,99,51537,0,0,0,0,0,-27160,-248,-48840,0,2697
BCSF,12/31/2019,19.88,12.13,-38.98390342052313,98085,-2979,-349803,17101,-8485,0,336,-242766,0,0,0,0,-1820,361315,0,278249,92,35575
BCSF,12/31/2018,16.71,19.76,18.2525433871933,26645,79,-801594,8140,-12071,0,4554,-774247,0,0,0,0,524178,183880,0,667087,-487,-107647
BCSF,12/31/2017,18,16.77,-6.833333333333336,19300,257,-713389,3165,-2293,0,-4414,-697374,0,0,0,0,392735,385874,0,770853,707,74186
BCSF,12/31/2016,18,18,0.0,609,52,-101648,963,-596,0,-146,-100766,0,0,0,0,109496,58002,0,167498,0,66732
DFS,12/31/2019,85.11,90.53,6.368229350252617,2957000,15000,3217000,209000,0,0,-202000,6196000,-284000,-14990000,0,-15274000,-1761000,-1714000,4945000,897000,0,-8181000
DFS,12/31/2018,57.92,84.82,46.44337016574584,2742000,32000,2973000,-549000,0,0,-7000,5191000,-254000,-10325000,0,-10579000,-2059000,796000,8961000,7146000,0,1758000
DFS,12/31/2017,77.24,58.98,-23.640600725012945,2099000,-6000,2989000,622000,0,0,-502000,5208000,-218000,-8573000,0,-8791000,-2088000,823000,6753000,4961000,0,1378000
DFS,12/31/2016,72.9,76.91,5.500685871056229,2393000,-44000,1985000,234000,0,0,-187000,4425000,-179000,-4719000,0,-4898000,-1901000,773000,4453000,2811000,0,2338000
RNET,12/31/2019,6.65,5.89,-11.42857142857144,-19156,31822,11523,-39530,-5744,0,431,-20284,-22374,0,5831,-16543,5,30278,-1423,28098,-62,-8729
RNET,12/31/2018,12.5,6.6,-47.2,-62453,33788,3323,54834,-19357,0,-2601,7673,-30072,0,-4126,-34198,970,18621,-7579,11855,1825,-14670
RNET,12/31/2017,15,12.64,-15.733333333333329,-16176,31686,7355,1400,325,0,4659,29228,-18284,0,-31706,-49990,916,-3171,-116,-2847,945,-23609
RNET,12/31/2016,23.55,16,-32.05944798301486,-11507,34189,524,-7359,22725,0,392,39174,-13641,0,-4647,-18288,1680,-16560,0,-15352,-7740,5534
LAIX,12/31/2019,4.71,1.52,-67.72823779193206,-82516,7780,6351,43175,-441,0,4380,-21271,-7090,21808,-327,14391,-2346,0,0,-2346,362,-9225
LAIX,12/31/2018,7.54,4.86,-35.54376657824934,-71088,1197,7229,68844,-6021,0,-16611,-16450,-6076,-54639,-126,-60841,63930,0,736,64666,2173,-12625
LAIX,12/31/2017,16,7.58,-52.625,-37279,199,723,31446,-1632,0,-2689,-9232,-1646,12380,1,10734,52272,0,5651,57922,-1811,59424
LAIX,12/31/2016,16,12.65,-20.937499999999996,-12831,79,2058,5315,0,0,-174,-5553,-182,-17330,3,-17509,0,0,0,0,333,-23062
GPJA,12/31/2019,25.77,28.55,10.78773767947226,1720000,1193000,-341000,116000,177000,-41000,83000,2907000,-3510000,-128000,-247000,-3885000,634000,1900000,-40000,918000,0,-60000
GPJA,12/31/2018,21.21,25.71,21.216407355021214,793000,1142000,588000,46000,8000,83000,109000,2769000,-3116000,62000,-55000,-3109000,2985000,-1969000,-20000,-400000,0,-740000
GPJA,12/31/2017,25.82,21.21,-17.85437645236251,1428000,1100000,187000,-251000,-256000,-16000,-280000,1912000,-2704000,1899000,-107000,-912000,161000,1029000,-60000,-151000,0,849000
GPJA,12/31/2016,25.0625,25.33,1.067331670822936,1347000,1063000,-196000,117000,60000,104000,-70000,2425000,-2223000,-40000,-84000,-2347000,594000,605000,-36000,-142000,0,-64000
OCC,10/31/2019,2.95,2.6801,-9.149152542372889,-5669,1721,1043,561,2417,-621,265,-284,-488,0,-63,-550,-2,2139,-943,1194,0,360
OCC,10/31/2018,4.71,2.95,-37.36730360934182,1069,1818,2263,2745,-3864,-693,-131,3206,-689,0,-46,-734,-2,-2951,-171,-3186,0,-714
OCC,10/31/2017,2.45,4.75,93.87755102040815,-1739,1676,912,255,-47,-1757,14,-687,-509,0,-75,-584,-18,424,-106,283,0,-988
MLSS,12/31/2019,1.37,2.12,54.74452554744525,-7524,256,3738,1263,297,301,-55,-1779,-10,0,0,-10,2562,0,0,2562,0,773
MLSS,12/31/2018,0.35,1.39,297.14285714285717,-7432,881,3414,1611,-587,915,-169,-1628,-7,0,-8,-15,0,0,-250,-250,0,-1894
MLSS,12/31/2017,1.16,0.3316,-71.41379310344827,-5187,573,992,1945,270,1004,-644,-1229,-6,0,-193,-199,213,0,250,463,0,-965
MLSS,12/31/2016,1.35,1.11,-17.777777777777775,-5947,163,2647,112,-529,-509,13,-5399,-15,39,-16,8,4798,0,0,4798,0,-592
AVAV,4/30/2019,68.82,60.26,-12.438244696309207,47438,6163,14668,-11097,-10354,-16631,-11339,26946,-8896,-11552,31994,11546,71,-161,-1094,-1184,0,29191
AVAV,4/30/2018,54.27,68.56,26.331306430808915,17863,7406,15165,14960,13323,1192,-1703,69832,-9563,3166,0,-6397,2705,-288,-397,2020,0,63613
AVAV,4/30/2017,28.63,54.5,90.35976248690186,13100,7436,8259,379,-19105,-16816,-4568,-8253,-9017,-27069,-430,-36516,3865,-390,-5,3470,0,-44383
ALT,12/31/2019,1.89,11.28,496.8253968253968,-20520,387,8770,-1134,2441,0,454,-9602,-1,-28257,-28,-28286,12699,-292,125,12532,0,-25356
ALT,12/31/2018,2.1,1.89,-10.000000000000009,-39171,302,28649,240,344,0,246,-9389,-975,0,-26,-1001,35040,-1550,-1000,32490,-50,22049
ALT,12/31/2017,61.2061,2.06,-96.63432239597033,-46425,139,34763,-3008,-1949,0,-3734,-20214,-112,0,13838,13726,13035,2806,0,15841,74,9428
ALT,12/31/2016,975.0975,60.006,-93.84615384615384,-11087,135,3483,1370,131,0,-385,-6353,-125,0,-96,-221,5063,-81,0,4983,-172,-1763
HR,12/31/2019,33.53,29.6,-11.720847002684163,39185,180872,-8272,9926,0,0,-8573,213138,-406259,0,-12269,-418528,290849,62175,0,197666,0,-7724
HR,12/31/2018,28.16,33.37,18.501420454545446,69771,167201,-33498,8879,0,0,-3998,208355,-131040,8,26005,-105027,-3921,53025,0,-101162,0,2166
HR,12/31/2017,32.15,28.44,-11.539657853810256,23092,146351,16451,-3972,0,0,-2156,179766,-289579,-8682,38813,-259448,246868,-73151,0,31390,0,-48292
HR,12/31/2016,30.34,32.03,5.570204350692159,85571,131041,-40480,-23528,0,0,-1332,151272,-259663,19,21820,-237824,448747,-180031,0,136957,0,50405
CWK,12/31/2019,20.5,14.83,-27.658536585365855,200,419000,25800,-14300,-38900,0,-122500,269300,-80300,-280400,85800,-274900,300,-38500,-51400,-89600,2100,-95200
CWK,12/31/2018,14.29,20.44,43.037088873338014,-185800,302500,102600,-43700,-235500,0,57700,-2200,-84200,-44200,-89600,-218000,1002600,-231900,-27500,725900,-8200,505700
CWK,12/31/2017,18,14.47,-19.611111111111107,-221300,287100,-124300,209900,-173400,0,26400,4400,-129100,-99900,85800,-143200,23400,154900,-10600,167700,14200,28900
CWK,12/31/2016,18,17.81,-1.0555555555555627,-434200,273200,-9800,102200,-146900,0,-119200,-335100,-77300,-64200,3800,-137700,39800,319600,-2900,356500,-6800,-116300
THMO,12/31/2019,4.4,2.09,-52.50000000000001,-9512,3154,1555,1744,301,610,-525,-3260,-182,0,0,-182,910,3289,0,4199,0,757
THMO,12/31/2018,2.664,4.4,65.16516516516516,-39716,1844,29909,728,1045,61,370,-6983,-1238,0,0,-1238,6656,455,0,7111,-3,-1113
